,Name,Network,Announced,Status,dimensions,wight,build,sim,displaytype,displaysize,displayresolution,O_S,chipset,CPU,cardslot,internal,quad,features,video_main,single,video_selfie,Loudspeaker,wlan,bluetooth,nfc,radio,usb,sensors,battery_type,price
145,Samsung Galaxy J5 (2017),GSM / HSPA / LTE,"2017, June","Available. Released 2017, June",146.2 x 71.3 x 8 mm (5.76 x 2.81 x 0.31 in),160 g (5.64 oz),"Glass front, aluminum back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.2 inches, 74.5 cm2 (~71.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), One UI",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM","13 MP, f/1.7, 27mm (wide), 1/3.1"", 1.12µm, AF","LED flash, panorama, HDR",1080p@30fps,"13 MP, f/1.9",1080p@30fps,146.2 x 71.3 x 8 mm (5.76 x 2.81 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",146.2 x 71.3 x 8 mm (5.76 x 2.81 x 0.31 in),Yes,FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",About 130 EUR
146,Samsung Galaxy J3 (2017),GSM / HSPA / LTE,"2017, June","Available. Released 2017, July",143.2 x 70.3 x 8.2 mm (5.64 x 2.77 x 0.32 in),142 g (5.01 oz),"Glass front, aluminum back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",PLS ,"5.0 inches, 68.9 cm2 (~68.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 7.0 (Nougat), 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Exynos 7570 Quad (14 nm),Quad-core 1.4 GHz Cortex-A53,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/1.9, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2",,143.2 x 70.3 x 8.2 mm (5.64 x 2.77 x 0.32 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",143.2 x 70.3 x 8.2 mm (5.64 x 2.77 x 0.32 in),Yes (optional),FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Ion 2400 mAh, non-removable",About 110 EUR
147,Samsung Galaxy Folder2,GSM / HSPA / LTE,"2017, July","Available. Released 2017, July",122 x 60.2 x 16.1 mm (4.80 x 2.37 x 0.63 in),165 g (5.82 oz),Not Found,"Dual SIM (Nano-SIM, dual stand-by)",TFT ,"3.8 inches, 41.1 cm2 (~56.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Android 6.0 (Marshmallow),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, f/1.9, AF",Not Found,1080p@30fps,"5 MP, f/1.9",,122 x 60.2 x 16.1 mm (4.80 x 2.37 x 0.63 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",122 x 60.2 x 16.1 mm (4.80 x 2.37 x 0.63 in),No,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1950 mAh, removable",About 200 EUR
148,Samsung Z4,GSM / HSPA / LTE,"2017, May","Available. Released 2017, June",132.9 x 69.2 x 10.3 mm (5.23 x 2.72 x 0.41 in),143 g (5.04 oz),Not Found,"Single SIM (Micro-SIM) or Hybrid Dual SIM (Micro-SIM, dual stand-by)",IPS LCD ,"4.5 inches, 57.6 cm2 (~62.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Tizen 3.0,Not Found,Quad-core 1.5 GHz,microSDXC (uses shared SIM slot),8GB 1GB RAM,"5 MP, f/2.2","Dual-LED flash, panorama, HDR",720p@30fps,"5 MP, f/2.2",,132.9 x 69.2 x 10.3 mm (5.23 x 2.72 x 0.41 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",132.9 x 69.2 x 10.3 mm (5.23 x 2.72 x 0.41 in),No,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Ion 2050 mAh, removable",About 80 EUR
149,Samsung Galaxy S8,GSM / HSPA / LTE,"2017, March 29","Available. Released 2017, April 24",148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in),155 g (5.47 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED, HDR10","5.8 inches, 84.8 cm2 (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), One UI",Exynos 8895 (10 nm) - EMEAQualcomm MSM8998 Snapdragon 835 (10 nm) - USA & China,Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53) - EMEAOcta-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo) - USA & China,microSDXC (uses shared SIM slot) - dual SIM model only,64GB 4GB RAM,"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@240fps, HDR, stereo sound rec., gyro-EIS, OIS","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF
2 MP (dedicated iris scanner camera)",1440p@30fps,148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in),Yes,No,USB Type-C 3.1,"Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","Li-Ion 3000 mAh, non-removable (11.55 Wh)",$ 199.00 / € 239.99 / £ 203.94
150,Samsung Galaxy S8+,GSM / HSPA / LTE,"2017, March 29","Available. Released 2017, April",159.5 x 73.4 x 8.1 mm (6.28 x 2.89 x 0.32 in),173 g (6.10 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.2 inches, 98.3 cm2 (~84.0% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~529 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), One U",Exynos 8895 (10 nm) - EMEAQualcomm MSM8998 Snapdragon 835 (10 nm) - USA & China,Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53) - EMEAOcta-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo) - USA & China,microSDXC (uses shared SIM slot) - dual SIM model only,"64GB 4GB RAM, 128GB 6GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@240fps, HDR, stereo sound rec., gyro-EIS, OIS","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF
2 MP (dedicated iris scanner camera)",1440p@30fps,159.5 x 73.4 x 8.1 mm (6.28 x 2.89 x 0.32 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",159.5 x 73.4 x 8.1 mm (6.28 x 2.89 x 0.32 in),Yes,No,USB Type-C 3.1,"Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","Li-Ion 3500 mAh, non-removable (13.48 Wh)","$ 227.00 / € 399.68 / £ 349.99 / ₹ 41,999"
151,Samsung Gear S3 classic LTE,GSM / HSPA / LTE,"2017, March","Available. Released 2017, May",49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),57 g (2.01 oz),"Glass front (Gorilla Glass SR+), stainless steel 316L frame",eSIM,Super AMOLED ,"1.3 inches, 5.5 cm2 (~24.2% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~392 ppi density)",Tizen-based wearable platform 4.0,Exynos 7 Dual 7270 (14 nm),Dual-core 1.0 GHz Cortex-A53,No,4GB 768MB RAM,No,Not Found,Not Found,Not Found,Not Found,49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),Wi-Fi 802.11 b/g/n,49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 380 mAh, non-removable",About 330 EUR
152,Samsung Galaxy C5 Pro,GSM / HSPA / LTE,"2017, March","Available. Released 2017, March",145.7 x 71.4 x 7 mm (5.74 x 2.81 x 0.28 in),145 g (5.11 oz),"Glass front (Gorilla Glass 4), aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.2 inches, 74.5 cm2 (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 7.0 (Nougat),Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),Octa-core 2.2 GHz Cortex-A53,microSDXC (uses shared SIM slot),64GB 4GB RAM,"16 MP, f/1.9, AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"16 MP, f/1.9, 27mm (wide), 1/3.06"", 1.0µm",,145.7 x 71.4 x 7 mm (5.74 x 2.81 x 0.28 in),"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",145.7 x 71.4 x 7 mm (5.74 x 2.81 x 0.28 in),Yes,Stereo FM radio with RDS; recording,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 2600 mAh, non-removable",About 220 EUR
153,Samsung Galaxy Xcover 4,GSM / HSPA / LTE,"2017, March","Available. Released 2017, April",146.2 x 73.3 x 9.7 mm (5.76 x 2.89 x 0.38 in),172 g (6.07 oz),Not Found,Micro-SIM,IPS LCD ,"5.0 inches, 68.9 cm2 (~64.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie)",Exynos 7570 Quad (14 nm),Quad-core 1.4 GHz Cortex-A53,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/1.9, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2",,146.2 x 73.3 x 9.7 mm (5.76 x 2.89 x 0.38 in),"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",146.2 x 73.3 x 9.7 mm (5.76 x 2.89 x 0.38 in),Yes,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2800 mAh, removable",About 240 EUR
154,Samsung Galaxy Tab S3 9.7,GSM / HSPA / LTE,"2017, February","Available. Released 2017, April",237.3 x 169 x 6 mm (9.34 x 6.65 x 0.24 in),429 g (Wi-Fi)/ 434 g (LTE) (15.13 oz),"Glass front, glass back, aluminum frame",Nano-SIM,Super AMOLED ,"9.7 inches, 291.4 cm2 (~72.7% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), One UI",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),microSDXC (dedicated slot),32GB 4GB RAM,"13 MP, f/1.9, 27mm (wide), AF","LED flash, HDR, panorama",4K@30fps,"5 MP, f/2.2, 23mm (wide)",1080p@30fps,237.3 x 169 x 6 mm (9.34 x 6.65 x 0.24 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",237.3 x 169 x 6 mm (9.34 x 6.65 x 0.24 in),No,No,USB Type-C 3.1; magnetic connector,"Fingerprint (front-mounted), accelerometer, gyro, compass","Li-Po 6000 mAh, non-removable",About 380 EUR
155,Samsung Galaxy J1 mini prime,GSM / HSPA / LTE,"2016, December","Available. Released 2016, December",121.6 x 63.1 x 10.8 mm (4.79 x 2.48 x 0.43 in),126 g (4.44 oz),"Glass front, plastic back, plastic frame","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT, 256K colors","4.0 inches, 45.5 cm2 (~59.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 5.1 (Lollipop) - 3G modelAndroid 6.0 (Marshmallow) - LTE model,Spreadtrum SC9830,"Quad-core 1.5 GHz - J106F/DSQuad-core 1.2 GHz - J106B/DS, J106H/DS",microSDXC (dedicated slot),8GB 1GB RAM,"5 MP, f/2.2",LED flash,720p@30fps,VGA,,121.6 x 63.1 x 10.8 mm (4.79 x 2.48 x 0.43 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",121.6 x 63.1 x 10.8 mm (4.79 x 2.48 x 0.43 in),No,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1500 mAh, removable",About 110 EUR
156,Samsung Galaxy J3 Emerge,GSM / CDMA / HSPA / LTE,"2017, January","Available. Released 2017, January",140.9 x 70.1 x 8.7 mm (5.55 x 2.76 x 0.34 in),147 g (5.19 oz),Not Found,Nano-SIM,TFT ,"5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0.1 (Marshmallow)Android 7.0 (Nougat) - Amp Prime 2,"Qualcomm MSM8937 Snapdragon 430 (28 nm) - SprintQualcomm MSM8917 Snapdragon 425 (28 nm) - BoostMobile, Cricket, T-Mobile","Octa-core 1.4 GHz Cortex-A53 - SprintQuad-core 1.4 GHz Cortex-A53 - BoostMobile, Cricket, T-Mobile",microSDXC (dedicated slot),16GB 1.5GB RAM,"5 MP, f/1.9, AF","LED flash, HDR","1080p@30fps (J3 Emerge, J3 Eclipse, Galaxy J3 Prime); 720p@30fps (Amp Prime 2)","2 MP, f/2.2",,140.9 x 70.1 x 8.7 mm (5.55 x 2.76 x 0.34 in),"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",140.9 x 70.1 x 8.7 mm (5.55 x 2.76 x 0.34 in),No,FM radio (operator dependant),microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2600 mAh, removable",About 235 USD
157,Samsung Galaxy C7 Pro,GSM / HSPA / LTE,"2017, January","Available. Released 2017, February",156.5 x 77.2 x 7 mm (6.16 x 3.04 x 0.28 in),172 g (6.07 oz),"Glass front (Gorilla Glass 4), aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.7 inches, 89.6 cm2 (~74.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),Octa-core 2.2 GHz Cortex-A53,microSDXC (uses shared SIM slot),64GB 4GB RAM,"16 MP, f/1.9, AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"16 MP, f/1.9, 27mm (wide), 1/3.06"", 1.0µm",,156.5 x 77.2 x 7 mm (6.16 x 3.04 x 0.28 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",156.5 x 77.2 x 7 mm (6.16 x 3.04 x 0.28 in),Yes,FM radio,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3300 mAh, non-removable",About 300 EUR
158,Samsung Galaxy A7 (2017),GSM / HSPA / LTE,"2017, January","Available. Released 2017, January",156.8 x 77.6 x 7.9 mm (6.17 x 3.06 x 0.31 in),186 g (6.56 oz),"Glass front (Gorilla Glass 4), glass back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.7 inches, 89.6 cm2 (~73.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Exynos 7880 (14 nm),Octa-core 1.9 GHz Cortex-A53,microSDXC (dedicated slot),32GB 3GB RAM,"16 MP, f/1.9, 27mm (wide), AF","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/1.9, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,156.8 x 77.6 x 7.9 mm (6.17 x 3.06 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",156.8 x 77.6 x 7.9 mm (6.17 x 3.06 x 0.31 in),Yes,FM radio,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 3600 mAh, non-removable",About 280 EUR
159,Samsung Galaxy A5 (2017),GSM / HSPA / LTE,"2017, January","Available. Released 2017, January",146.1 x 71.4 x 7.9 mm (5.75 x 2.81 x 0.31 in),157 g (5.54 oz),"Glass front (Gorilla Glass 4), glass back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.2 inches, 74.5 cm2 (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Exynos 7880 (14 nm),Octa-core 1.9 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM","16 MP, f/1.9, 27mm (wide), AF","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/1.9, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,146.1 x 71.4 x 7.9 mm (5.75 x 2.81 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",146.1 x 71.4 x 7.9 mm (5.75 x 2.81 x 0.31 in),Yes,FM radio,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 3000 mAh, non-removable",$ 199.88 / € 179.00 / £ 299.99
160,Samsung Galaxy A3 (2017),GSM / HSPA / LTE,"2017, January","Available. Released 2017, January",135.4 x 66.2 x 7.9 mm (5.33 x 2.61 x 0.31 in),138 g (4.87 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"4.7 inches, 60.9 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,microSDXC (uses shared SIM slot) - dual SIM model only,16GB 2GB RAM,"13 MP, f/1.9, 27mm (wide), AF","LED flash, panorama",1080p@30fps,"8 MP, f/1.9, 24mm (wide)",1080p@30fps,135.4 x 66.2 x 7.9 mm (5.33 x 2.61 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",135.4 x 66.2 x 7.9 mm (5.33 x 2.61 x 0.31 in),Yes,FM radio,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 2350 mAh, non-removable",About 220 EUR
161,Samsung Galaxy Grand Prime Plus,GSM / HSPA / LTE,"2016, November. Released 2016, November",Discontinued,144.8 x 72.1 x 8.9 mm (5.70 x 2.84 x 0.35 in),160 g (5.64 oz),"Glass front, plastic back, plastic frame","Hybrid Dual SIM (Micro-SIM, dual stand-by)",PLS IPS ,"5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737T (28 nm),Quad-core 1.4 GHz Cortex-A53,microSDXC (uses shared SIM slot),8GB 1.5GB RAM,"8 MP, f/2.2, AF",LED flash,720p@30fps,"5 MP, f/2.2, 28mm (wide)",,144.8 x 72.1 x 8.9 mm (5.70 x 2.84 x 0.35 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",144.8 x 72.1 x 8.9 mm (5.70 x 2.84 x 0.35 in),No,"FM radio, RDS, recording","microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Ion 2600 mAh, removable",About 140 EUR
162,Samsung Galaxy J2 Prime,GSM / HSPA / LTE,"2016, November","Available. Released 2016, November",144.8 x 72.1 x 8.9 mm (5.70 x 2.84 x 0.35 in),160 g (5.64 oz),"Glass front, plastic back, plastic frame","Single SIM (Micro-SIM) or Hybrid Dual SIM (Micro-SIM, dual stand-by)",PLS IPS ,"5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737T (28 nm),Quad-core 1.4 GHz Cortex-A53,microSDXC (uses shared SIM slot) - dual SIM model only,8GB 1.5GB RAM,"8 MP, f/2.2, AF",LED flash,720p@30fps,"5 MP, f/2.2",,144.8 x 72.1 x 8.9 mm (5.70 x 2.84 x 0.35 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",144.8 x 72.1 x 8.9 mm (5.70 x 2.84 x 0.35 in),No,"FM radio, RDS, recording","microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Ion 2600 mAh, removable",About 130 EUR
163,Samsung Galaxy C9 Pro,GSM / HSPA / LTE,"2016, October","Available. Released 2016, November",162.9 x 80.7 x 6.9 mm (6.41 x 3.18 x 0.27 in),189 g (6.67 oz),"Glass front (Gorilla Glass 4), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.0 inches, 99.2 cm2 (~75.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8976 Pro Snapdragon 653 (28 nm),Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),microSDXC (dedicated slot),64GB 6GB RAM,"16 MP, f/1.9, PDAF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"16 MP, f/1.9, 27mm (wide), 1/3.06"", 1.0µm",1080p@30fps,162.9 x 80.7 x 6.9 mm (6.41 x 3.18 x 0.27 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",162.9 x 80.7 x 6.9 mm (6.41 x 3.18 x 0.27 in),Yes,Stereo FM radio with RDS,USB Type-C,"Fingerprint (front-mounted), accelerometer, proximity, compass","Li-Ion 4000 mAh, non-removable",About 380 EUR
164,Samsung Galaxy C10,GSM / HSPA / LTE,Not announced yet,Cancelled,-,-,Not Found,"Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.0 inches, 99.2 cm2","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Android 7.1.1 (Nougat),Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),microSDXC (dedicated slot),"64GB 6GB RAM, 128GB 6GB RAM","13 MP, f/1.7, AF
5 MP, f/1.9, (depth)","Dual-LED dual-tone flash, panorama, HDR",4K@30fps,"16 MP, f/1.9, 27mm (wide), 1/3.06"", 1.0µm",1080p@30fps,-,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",-,Yes,Stereo FM radio with RDS,USB Type-C,"Fingerprint (front-mounted), accelerometer, proximity, compass","Li-Ion 4000 mAh, non-removable",Not Found
165,Samsung Galaxy A8 (2016),GSM / HSPA / LTE,"2016, September","Available. Released 2016, October",156.6 x 76.8 x 7.2 mm (6.17 x 3.02 x 0.28 in),182 g (6.42 oz),"Glass front, aluminum back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.7 inches, 89.6 cm2 (~74.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Android 6.0.1 (Marshmallow),Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),microSDXC (uses shared SIM slot),32GB 3GB RAM,"16 MP, f/1.9, AF","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/1.9",1080p@30fps,156.6 x 76.8 x 7.2 mm (6.17 x 3.02 x 0.28 in),"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",156.6 x 76.8 x 7.2 mm (6.17 x 3.02 x 0.28 in),Yes,"FM radio, RDS, recording",microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity, compass","Li-Ion 3300 mAh, non-removable",About 300 EUR
166,Samsung Galaxy On8,GSM / HSPA / LTE,"2016, September","Available. Released 2016, October",151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),169 g (5.96 oz),Not Found,"Dual SIM (Micro-SIM, dual stand-by)",Super AMOLED ,"5.5 inches, 83.4 cm2 (~72.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0.1 (Marshmallow),Exynos 7580 Octa (28 nm),Octa-core 1.6 GHz Cortex-A53,microSDXC (dedicated slot),16GB 3GB RAM,"13 MP, f/1.9, 28mm (wide), AF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/1.9",,151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),Yes,"FM radio, RDS, recording",microUSB 2.0,"Accelerometer, proximity","Li-Ion 3300 mAh, removable",About 200 EUR
167,Samsung Galaxy On7 (2016),GSM / HSPA / LTE,"2016, September","Available. Released 2016, October",151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),167 g (5.89 oz),Not Found,Dual SIM,IPS LCD ,"5.5 inches, 83.4 cm2 (~73.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/1.9, AF",LED flash,1080p@30fps,"8 MP, f/1.9",,151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),No,FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity","Li-Ion 3300 mAh, non-removable",About 200 EUR
168,Samsung Gear S3 classic,No cellular connectivity,"2016, August","Available. Released 2016, November",49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),59 g (2.08 oz),"Glass front (Gorilla Glass SR+), stainless steel 316L frame",No,Super AMOLED ,"1.3 inches, 10.8 cm2 (~48.1% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~278 ppi density)",Tizen-based wearable platform 4.0,Exynos 7 Dual 7270 (14 nm),Dual-core 1.0 GHz Cortex-A53,No,4GB 768MB RAM,No,Not Found,Not Found,Not Found,Not Found,49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),Wi-Fi 802.11 b/g/n,49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 380 mAh, non-removable",About 260 EUR
